Ticket_ID,inferred_severity,severity_delta,mismatch_label,mismatch_type,score_rule,score_embedding,score_resolution_time,fused_score
TKT-111927,Medium,1,0,None,0.2,0.6429595,2.17515,0.7500658012926578
TKT-111928,Low,0,0,None,0.15,0.12187548,0.23775,0.15770641937851906
TKT-111929,High,1,0,None,2.1,1.9981121,2.616,2.167539173364639
TKT-111930,High,1,0,None,1.3,1.4184979,2.11995,1.5054642617702485
TKT-111931,Medium,0,0,None,1.1,1.0012358,1.0266,1.0507525563240052
TKT-111932,Critical,1,0,None,2.9,2.9681032,1.1541,2.574656140804291
TKT-111933,Critical,0,0,None,3.0,2.996188,1.61205,2.7210757851600644
TKT-111934,High,-1,0,None,2.0,1.998326,2.11995,2.0234040915966034
TKT-111935,High,1,0,None,2.0,1.998326,1.4295,1.8853140771389008
TKT-111936,Low,0,0,None,0.3,0.036962382,1.18215,0.38436684049665926
TKT-111937,Medium,1,0,None,1.3,1.4184979,0.4722,1.175914251804352
TKT-111938,Low,0,0,None,0.3,0.19682762,1.39755,0.4833996698260308
TKT-111939,Medium,0,0,None,1.2,1.0600208,1.4595,1.2029072940349579
TKT-111940,High,0,0,None,2.0,1.9488056,1.1277,1.8076219439506531
TKT-111941,Medium,0,0,None,0.3,1.3503485,1.7784,0.9633019596338273
TKT-111942,Low,0,0,None,0.1,0.81794167,0.20955,0.37318958230316635
TKT-111943,Medium,0,0,None,0.3,0.09956941,2.2284,0.6155292972922326
TKT-111944,Medium,1,0,None,0.3,1.3503485,2.4705,1.1017219692468645
TKT-111945,Medium,1,0,None,0.3,1.3503485,0.75675,0.75897196829319
TKT-111946,High,1,0,None,2.1,1.9981121,1.0266,1.8496591866016387
TKT-111947,Low,-1,0,None,0.15,0.12431077,1.27095,0.3651987638324499
TKT-111948,Critical,0,0,None,3.0,2.996188,2.4078,2.8802257657051085
TKT-111949,Medium,1,0,None,0.3,0.09956941,2.2284,0.6155292972922326
TKT-111950,Low,0,0,None,0.3,0.036962382,1.6527,0.4784768287092448
TKT-111951,Low,0,0,None,0.2,0.6429595,0.66735,0.44850581660866734
TKT-111952,Low,-1,0,None,0.3,0.038576685,1.49535,0.4475718457251787
TKT-111953,Medium,1,0,None,1.6,1.0733339,0.3162,1.1589068591594698
TKT-111954,Medium,1,0,None,0.2,0.57010436,2.17515,0.7245665110647679
TKT-111955,Medium,0,0,None,0.3,1.3503485,0.66735,0.7410919696092606
TKT-111956,Medium,1,0,None,1.0,1.0042081,1.5297,1.1074128389358522
TKT-111957,Low,-1,0,None,0.05,0.15748627,2.01165,0.47995021361857654
TKT-111958,Low,0,0,None,0.3,0.036962382,0.38925,0.22578684128820897
TKT-111959,High,2,1,Hidden Crisis,2.0,1.29454,1.00575,1.5542390048503876
TKT-111960,Low,-1,0,None,0.05,0.15748627,2.0634,0.49030020255595447
TKT-111961,High,-1,0,None,2.0,1.9488056,1.96125,1.9743319392204286
TKT-111962,High,2,1,Hidden Crisis,1.6,1.0733339,2.4705,1.5897668600082397
TKT-111963,Medium,1,0,None,1.6,1.0733339,1.82055,1.4597768545150758
TKT-111964,Medium,0,0,None,1.2,1.0600208,2.3439,1.3797872960567474
TKT-111965,Low,0,0,None,0.3,0.036962382,1.27095,0.402126831188798
TKT-111966,Medium,-1,0,None,0.3,0.09956941,2.0634,0.5825293049216271
TKT-111967,Medium,1,0,None,0.3,0.19682762,2.2284,0.649569670855999
TKT-111968,Medium,-1,0,None,0.1,0.81794167,2.01165,0.7336096007376909
TKT-111969,Medium,1,0,None,0.2,0.04953258,2.4078,0.5888963965699077
TKT-111970,Medium,1,0,None,2.0,1.29454,0.4911,1.4513090193271636
TKT-111971,Medium,1,0,None,1.2,1.0980611,0.5826,1.0408414006233215
TKT-111972,Medium,-1,0,None,0.3,0.09956941,2.2284,0.6155292972922326
TKT-111973,Medium,1,0,None,1.6,1.0733339,0.3096,1.1575868606567383
TKT-111974,Medium,0,0,None,1.2,1.0600208,2.83995,1.4789973199367523
TKT-111975,Low,-1,0,None,0.3,0.19682762,1.36425,0.4767396613955498
TKT-111976,Low,-1,0,None,0.3,0.19682762,1.39755,0.4833996698260308
TKT-111977,Low,-1,0,None,0.3,0.09956941,0.441,0.25804930180311203
TKT-111978,Medium,0,0,None,1.0,1.0042081,1.569,1.1152728319168093
TKT-111979,Medium,1,0,None,1.6,1.0733339,0.0,1.0956668615341187
TKT-111980,Medium,1,0,None,0.3,0.09956941,1.82055,0.5339592918753624
TKT-111981,High,1,0,None,1.6,1.0733339,2.68545,1.6327568769454959
TKT-111982,Medium,-1,0,None,0.2,0.6429595,1.09965,0.5349658228456974
TKT-111983,Medium,0,0,None,1.2,1.0980611,1.82055,1.2884313941001893
TKT-111984,High,0,0,None,2.0,1.8930382,2.4705,2.0566633522510527
TKT-111985,Critical,0,0,None,3.0,2.9681032,1.36425,2.6616860985755926
TKT-111986,High,1,0,None,2.0,1.9488056,0.8826,1.7586019515991211
TKT-111987,Medium,1,0,None,0.2,0.4857986,2.17515,0.6950594939291477
TKT-111988,Medium,0,0,None,0.3,0.09956941,2.616,0.6930492863059045
TKT-111989,Medium,-1,0,None,0.3,0.19682762,2.76105,0.756099669635296
TKT-111990,Medium,1,0,None,0.2,0.57010436,1.36425,0.562386516481638
TKT-111991,Medium,1,0,None,1.1,1.0012358,1.82055,1.2095425486564637
TKT-111992,Medium,1,0,None,1.1,1.0012358,0.39675,0.924782556295395
TKT-111993,High,1,0,None,2.0,1.998326,0.2535,1.6501140832901
TKT-111994,High,-1,0,None,2.8,2.159486,2.28585,2.472990107536316
TKT-111995,Medium,0,0,None,1.6,1.0733339,1.0503,1.3057268619537354
TKT-111996,Low,-1,0,None,0.2,0.04953258,1.61205,0.42974641602486374
TKT-111997,High,1,0,None,2.1,1.9981121,1.96125,2.036589175462723
TKT-111998,Critical,0,0,None,2.9,2.9681032,1.3311,2.6100561499595645
TKT-111999,High,-1,0,None,2.0,1.8930382,1.9116,1.9448833525180815
TKT-112000,Medium,1,0,None,0.2,0.4857986,1.96125,0.6522794999182224
TKT-112001,Low,0,0,None,1.0,0.12187548,0.0,0.49265641793608667
TKT-112002,Medium,1,0,None,1.1,0.63175684,2.76105,1.2683249026536942
TKT-112003,Medium,1,0,None,0.3,0.09956941,2.01165,0.5721793159842492
TKT-112004,Medium,1,0,None,0.4,2.0941286,1.5297,1.2188850238919258
TKT-112005,Medium,0,0,None,1.1,1.0012358,2.76105,1.3976425528526306
TKT-112006,High,1,0,None,2.0,1.29454,1.2429,1.6016690194606782
TKT-112007,Low,0,0,None,0.05,0.15748627,0.8283,0.2432801963761449
TKT-112008,Low,0,0,None,0.2,0.04953258,0.9636,0.3000564007088542
TKT-112009,Medium,1,0,None,0.2,0.57010436,1.6527,0.6200765170156957
TKT-112010,Medium,-1,0,None,1.2,1.0600208,2.01165,1.3133373200893403
TKT-112011,High,1,0,None,2.0,1.9488056,0.0,1.582081949710846
TKT-112012,High,0,0,None,2.0,1.2823856,2.76105,1.901044952869415
TKT-112013,High,2,1,Hidden Crisis,2.0,1.9488056,1.27095,1.8362719416618347
TKT-112014,Medium,0,0,None,0.3,1.3503485,1.49535,0.9066919714212418
TKT-112015,Medium,1,0,None,1.1,0.64617956,0.90345,0.9018528580665588
TKT-112016,Low,0,0,None,0.3,0.036962382,1.6527,0.4784768287092448
TKT-112017,Medium,-1,0,None,0.3,0.19682762,1.9116,0.5862096711993218
TKT-112018,Critical,0,0,None,3.0,2.996188,1.82055,2.7627757668495176
TKT-112019,High,1,0,None,2.0,1.9488056,1.4295,1.8679819464683534
TKT-112020,Medium,1,0,None,1.2,1.0600208,0.0,0.9110073029994965
TKT-112021,Medium,1,0,None,1.3,1.4184979,0.0,1.0814742505550385
TKT-112022,High,-1,0,None,2.8,2.159486,2.3439,2.48460009098053
TKT-112023,Medium,1,0,None,1.0,1.0042081,0.75675,0.9528228282928467
TKT-112024,Medium,1,0,None,1.3,1.4184979,0.2175,1.124974250793457
TKT-112025,Medium,-1,0,None,0.4,2.0941286,2.616,1.4361450031399727
TKT-112026,Medium,1,0,None,0.3,1.3503485,0.0,0.6076219707727433
TKT-112027,High,0,0,None,2.0,1.998326,2.916,2.1826140582561493
TKT-112028,Medium,1,0,None,1.1,0.63175684,0.696,0.855314901471138
TKT-112029,Low,-1,0,None,0.3,0.038576685,1.4595,0.4404018361121416
TKT-112030,Medium,-1,0,None,0.3,0.09956941,2.616,0.6930492863059045
TKT-112031,Medium,0,0,None,1.2,1.0600208,1.96125,1.303257292509079
TKT-112032,Medium,-1,0,None,1.1,0.63175684,1.82055,1.0802248984575271
TKT-112033,Medium,0,0,None,0.3,0.038576685,2.76105,0.7007118422538042
TKT-112034,Low,-1,0,None,0.3,0.09956941,1.36425,0.4426992878317833
TKT-112035,High,1,0,None,2.1,1.9981121,1.7784,2.0000191748142244
TKT-112036,Medium,-1,0,None,0.3,0.09956941,2.4705,0.6639492973685265
TKT-112037,Medium,1,0,None,1.0,1.0042081,0.0,0.8014728307724
TKT-112038,Medium,0,0,None,0.3,0.09956941,2.76105,0.7220592960715294
TKT-112039,Medium,-1,0,None,0.2,0.04953258,2.2284,0.553016403131187
TKT-112040,Medium,0,0,None,1.2,1.0600208,0.0,0.9110073029994965
TKT-112041,Medium,1,0,None,1.2,1.0980611,0.4512,1.014561402797699
TKT-112042,Medium,0,0,None,0.2,0.04953258,2.28585,0.5645064143463969
TKT-112043,Low,0,0,None,0.1,0.81794167,0.0,0.33127958364784715
TKT-112044,Medium,1,0,None,0.3,0.038576685,2.4705,0.6426018435508013
TKT-112045,High,2,1,Hidden Crisis,2.0,1.9488056,2.11995,2.006071960926056
TKT-112046,High,1,0,None,2.1,1.9981121,0.5337,1.7510791838169097
TKT-112047,Medium,1,0,None,0.3,0.036962382,1.7784,0.5036168280988932
TKT-112048,High,0,0,None,2.0,1.998326,2.4705,2.0935140788555144
TKT-112049,High,1,0,None,2.0,1.9488056,1.39755,1.861591947078705
TKT-112050,High,0,0,None,2.0,1.998326,1.569,1.9132140815258025
TKT-112051,Low,0,0,None,0.2,0.4857986,0.8826,0.4365495122969151
TKT-112052,High,0,0,None,2.0,1.9488056,2.4705,2.076181948184967
TKT-112053,Medium,1,0,None,0.3,1.3503485,1.27095,0.8618119627237321
TKT-112054,High,1,0,None,2.1,1.9981121,2.28585,2.1015091955661775
TKT-112055,Medium,1,0,None,1.1,1.0012358,0.336,0.9126325547695161
TKT-112056,Medium,0,0,None,1.0,0.4857986,0.3096,0.681949508190155
TKT-112057,Low,0,0,None,0.3,0.19682762,1.39755,0.4833996698260308
TKT-112058,Medium,0,0,None,1.1,0.63175684,1.21245,0.9586049109697341
TKT-112059,Medium,1,0,None,1.2,1.0600208,1.569,1.2248073041439058
TKT-112060,Medium,0,0,None,0.15,0.12187548,2.28585,0.5673264302313328
TKT-112061,High,1,0,None,2.1,1.9981121,1.7784,2.0000191748142244
TKT-112062,Medium,0,0,None,0.4,2.0941286,2.11995,1.3369350269436837
TKT-112063,High,1,0,None,2.1,1.9981121,0.94365,1.8330691874027252
TKT-112064,Low,0,0,None,0.2,0.57010436,0.3162,0.352776525169611
TKT-112065,Low,0,0,None,0.3,0.09956941,0.80865,0.33157930225133897
TKT-112066,Medium,0,0,None,1.2,1.0600208,1.18215,1.1474373042583466
TKT-112067,Medium,0,0,None,1.2,1.0600208,0.42135,0.9952773034572602
TKT-112068,High,1,0,None,2.0,1.8930382,1.86615,1.9357933580875395
TKT-112069,Medium,0,0,None,0.1,0.81794167,2.4705,0.8253795821219683
TKT-112070,High,2,1,Hidden Crisis,2.1,1.9981121,1.27095,1.8985291779041291
TKT-112071,Medium,0,0,None,0.2,0.4857986,1.2999,0.520009521394968
TKT-112072,High,1,0,None,2.0,1.998326,1.49535,1.898484081029892
TKT-112073,Low,0,0,None,0.05,0.15748627,0.0,0.07762019652873277
TKT-112074,Medium,0,0,None,0.1,0.81794167,0.94365,0.5200095850974321
TKT-112075,Medium,-1,0,None,0.3,0.09956941,1.69665,0.5091793045401574
TKT-112076,High,0,0,None,2.9,2.26745,1.7382,2.4462475657463076
TKT-112077,Low,-1,0,None,0.2,0.04953258,1.6527,0.4378763942047954
TKT-112078,High,0,0,None,2.0,1.998326,1.96125,1.991664069890976
TKT-112079,Low,0,0,None,0.3,0.036962382,0.6504,0.2780168358236551
TKT-112080,High,2,1,Hidden Crisis,2.0,1.8930382,2.28585,2.019733363389969
TKT-112081,High,2,1,Hidden Crisis,2.0,1.2823856,1.00575,1.5499849438667297
TKT-112082,Medium,1,0,None,0.4,2.0941286,1.0503,1.1230050161480905
TKT-112083,Low,-1,0,None,0.05,0.15748627,1.1541,0.3084401847794652
TKT-112084,Medium,-1,0,None,1.1,0.63175684,1.82055,1.0802248984575271
TKT-112085,Medium,0,0,None,1.6,1.0733339,0.336,1.162866860628128
TKT-112086,Medium,0,0,None,0.4,2.0941286,1.569,1.2267450168728828
TKT-112087,Critical,0,0,None,2.9,2.26745,2.616,2.6218075633049014
TKT-112088,Medium,1,0,None,0.4,2.0941286,1.69665,1.2522750213742255
TKT-112089,Low,0,0,None,0.2,0.57010436,0.34485,0.358506528288126
TKT-112090,Low,-1,0,None,0.2,0.4857986,0.0,0.2600295104086399
TKT-112091,Medium,-1,0,None,0.4,2.0941286,2.3439,1.3817250087857247
TKT-112092,High,1,0,None,2.0,1.998326,0.2586,1.651134079694748
TKT-112093,Medium,0,0,None,1.2,1.0600208,0.4512,1.0012473046779633
TKT-112094,Medium,1,0,None,0.3,1.3503485,1.18215,0.8440519720315933
TKT-112095,Low,-2,1,False Alarm,0.3,0.09956941,1.3311,0.43606929630041125
TKT-112096,Medium,0,0,None,1.0,1.0042081,2.3439,1.2702528238296509
TKT-112097,Medium,1,0,None,1.3,1.4184979,1.69665,1.4208042562007905
TKT-112098,High,2,1,Hidden Crisis,2.0,1.8930382,2.3439,2.031343346834183
TKT-112099,High,1,0,None,2.0,1.8930382,2.3439,2.031343346834183
TKT-112100,Medium,0,0,None,2.0,1.29454,0.0,1.353089016675949
TKT-112101,Medium,0,0,None,1.2,1.0980611,1.9116,1.306641399860382
TKT-112102,High,2,1,Hidden Crisis,2.0,1.9488056,1.2429,1.830661952495575
TKT-112103,High,0,0,None,2.0,1.9488056,1.0503,1.7921419501304627
TKT-112104,High,2,1,Hidden Crisis,2.0,1.29454,1.9116,1.735409015417099
TKT-112105,Medium,1,0,None,1.2,1.0600208,2.0634,1.3236873090267183
TKT-112106,Medium,1,0,None,0.3,1.3503485,1.569,0.9214219719171525
TKT-112107,Medium,1,0,None,0.2,0.04953258,2.5431,0.6159564284607768
TKT-112108,High,1,0,None,2.0,1.9488056,0.9636,1.7748019456863404
TKT-112109,High,0,0,None,2.0,1.29454,1.4595,1.6449890077114104
TKT-112110,Low,0,0,None,0.05,0.15748627,0.0,0.07762019652873277
TKT-112111,High,0,0,None,2.0,1.8930382,0.8826,1.7390833556652068
TKT-112112,Low,0,0,None,0.15,0.12187548,0.23775,0.15770641937851906
TKT-112113,Medium,1,0,None,1.6,1.0733339,1.7382,1.443306851387024
TKT-112114,Medium,-1,0,None,1.6,1.0733339,1.3311,1.3618868589401245
TKT-112115,Medium,1,0,None,0.2,0.57010436,1.6527,0.6200765170156957
TKT-112116,Medium,0,0,None,2.0,1.29454,0.0,1.353089016675949
TKT-112117,High,0,0,None,2.9,2.26745,0.0,2.098607575893402
TKT-112118,High,0,0,None,2.1,1.9981121,2.17515,2.0793691694736482
TKT-112119,Medium,1,0,None,0.1,0.81794167,2.83995,0.8992696005851031
TKT-112120,High,1,0,None,2.0,1.29454,2.68545,1.890179032087326
TKT-112121,High,1,0,None,2.0,1.9488056,0.6804,1.7181619524955751
TKT-112122,Critical,0,0,None,2.8,2.159486,2.83995,2.583810114860535
TKT-112123,Medium,1,0,None,0.2,0.04953258,2.28585,0.5645064143463969
TKT-112124,Low,-1,0,None,0.3,0.036962382,1.27095,0.402126831188798
TKT-112125,High,1,0,None,2.0,1.998326,1.7382,1.9470540702342987
TKT-112126,Medium,0,0,None,0.2,0.4857986,1.6527,0.5905694998800755
TKT-112127,High,1,0,None,2.0,1.998326,0.0,1.5994140803813934
TKT-112128,High,2,1,Hidden Crisis,2.0,1.998326,0.20955,1.6413240790367127
TKT-112129,Medium,0,0,None,0.2,0.4857986,1.4295,0.5459295071661472
TKT-112130,Low,-1,0,None,0.2,0.6429595,0.0,0.31503581777215
TKT-112131,High,0,0,None,2.1,1.9981121,2.17515,2.0793691694736482
TKT-112132,Medium,1,0,None,1.3,1.4184979,1.0503,1.2915342509746552
TKT-112133,Medium,-1,0,None,0.3,1.3503485,1.07535,0.8226919800043107
TKT-112134,Medium,0,0,None,1.0,1.0042081,0.0,0.8014728307724
TKT-112135,Low,-1,0,None,0.15,0.12187548,1.5297,0.41609642878174785
TKT-112136,High,2,1,Hidden Crisis,2.0,1.998326,0.441,1.6876140832901
TKT-112137,High,2,1,Hidden Crisis,2.1,1.9981121,0.0,1.6443391859531402
TKT-112138,Medium,1,0,None,1.6,1.0733339,1.96125,1.4879168510437013
TKT-112139,Low,-2,1,False Alarm,0.05,0.15748627,1.3311,0.34384019393473864
TKT-112140,Medium,0,0,None,0.3,1.3503485,1.1541,0.8384419590234757
TKT-112141,Medium,1,0,None,1.3,1.4184979,1.18215,1.3179042518138886
TKT-112142,Medium,1,0,None,0.2,0.04953258,2.3439,0.5761163977906107
TKT-112143,Critical,0,0,None,2.9,2.26745,2.5431,2.607227599620819
TKT-112144,Medium,1,0,None,1.2,1.0980611,2.01165,1.326651418209076
TKT-112145,Medium,0,0,None,1.1,0.63175684,0.84825,0.8857648998498916
TKT-112146,Medium,0,0,None,0.2,0.04953258,2.3439,0.5761163977906107
TKT-112147,Low,-1,0,None,0.2,0.4857986,0.7893,0.4178895153105259
TKT-112148,Low,0,0,None,0.3,0.038576685,0.7104,0.29058184213936333
TKT-112149,Low,0,0,None,0.2,0.4857986,0.5337,0.36676950827240945
TKT-112150,Medium,1,0,None,1.0,1.0042081,2.4705,1.2955728292465212
TKT-112151,High,1,0,None,2.1,1.9981121,0.86415,1.8171691834926604
TKT-112152,Low,-2,1,False Alarm,0.3,0.036962382,0.7407,0.29607684053480626
TKT-112153,Medium,-1,0,None,0.15,0.12187548,2.616,0.6333564080297948
TKT-112154,Medium,-1,0,None,1.0,1.0042081,2.28585,1.258642840385437
TKT-112155,High,-1,0,None,2.0,1.9488056,2.616,2.1052819371223452
TKT-112156,Low,-1,0,None,0.15,0.12187548,0.3798,0.18611641898751258
TKT-112157,Medium,1,0,None,1.1,1.0012358,0.0,0.8454325556755067
TKT-112158,High,1,0,None,2.0,1.998326,2.916,2.1826140582561493
TKT-112159,High,-1,0,None,2.0,1.998326,2.616,2.1226140677928926
TKT-112160,Medium,0,0,None,0.4,2.0941286,2.28585,1.3701150253415109
TKT-112161,Medium,1,0,None,1.1,0.63175684,2.3439,1.184894898533821
TKT-112162,Medium,0,0,None,1.0,1.0042081,2.76105,1.353682827949524
TKT-112163,Medium,-1,0,None,1.2,1.0600208,1.39755,1.1905173003673555
TKT-112164,High,2,1,Hidden Crisis,2.0,1.8930382,2.01165,1.9648933708667755
TKT-112165,Medium,0,0,None,1.2,1.0980611,1.9116,1.306641399860382
TKT-112166,Medium,0,0,None,1.1,0.64617956,2.5431,1.2297828793525696
TKT-112167,Medium,1,0,None,1.1,0.64617956,2.83995,1.2891528725624086
TKT-112168,Medium,0,0,None,0.2,0.4857986,2.4705,0.7541295088827611
TKT-112169,Low,0,0,None,0.15,0.12431077,1.49535,0.41007877252995967
TKT-112170,Medium,-1,0,None,1.3,1.4184979,1.4595,1.3733742415905
TKT-112171,High,0,0,None,1.3,1.4184979,2.68545,1.6185642659664157
TKT-112172,High,1,0,None,2.0,1.9488056,2.616,2.1052819371223452
TKT-112173,Medium,0,0,None,1.0,0.09956941,1.569,0.7986492946743966
TKT-112174,Medium,1,0,None,1.1,1.0012358,2.01165,1.2477625727653505
TKT-112175,Low,0,0,None,0.2,0.57010436,0.0,0.28953652754426
TKT-112176,Medium,1,0,None,0.2,0.6429595,2.4078,0.7965958096086978
TKT-112177,High,-1,0,None,2.0,1.998326,1.96125,1.991664069890976
TKT-112178,Low,0,0,None,0.1,0.81794167,0.38925,0.4091295856982469
TKT-112179,Medium,-1,0,None,0.4,2.0941286,1.0266,1.1182650163769723
TKT-112180,Medium,1,0,None,1.3,1.4184979,1.6527,1.4120142400264741
TKT-112181,Medium,-1,0,None,1.1,1.0012358,1.21245,1.0879225611686707
TKT-112182,Low,-1,0,None,0.3,0.036962382,0.0,0.14793683923780918
TKT-112183,Medium,1,0,None,0.3,1.3503485,0.696,0.7468219667673112
TKT-112184,Medium,1,0,None,1.1,1.0012358,1.4295,1.131332552433014
TKT-112185,Medium,1,0,None,0.1,0.81794167,1.18215,0.5677095849066973
TKT-112186,Medium,0,0,None,0.4,2.0941286,0.94365,1.1016750171780587
TKT-112187,Low,-1,0,None,0.3,0.09956941,0.55875,0.2815992936491966
TKT-112188,Medium,1,0,None,1.2,1.0980611,2.76105,1.4765313982963564
TKT-112189,High,0,0,None,2.0,1.29454,2.3439,1.8218690097332
TKT-112190,High,1,0,None,2.0,1.8930382,2.0634,1.9752433598041534
TKT-112191,Medium,0,0,None,1.2,1.0980611,1.39755,1.2038313984870912
TKT-112192,Critical,0,0,None,2.9,2.9681032,1.18215,2.580266153812409
TKT-112193,Medium,0,0,None,0.15,0.12187548,2.28585,0.5673264302313328
TKT-112194,Medium,1,0,None,0.3,1.3503485,1.27095,0.8618119627237321
TKT-112195,Medium,1,0,None,1.0,1.0042081,2.28585,1.258642840385437
TKT-112196,High,0,0,None,1.6,1.0733339,2.17515,1.5306968450546266
TKT-112197,High,1,0,None,2.1,1.9981121,2.916,2.2275391638278963
TKT-112198,High,1,0,None,2.0,1.9488056,2.28585,2.039251959323883
TKT-112199,Medium,1,0,None,0.4,2.0941286,0.0,0.9129450157284736
TKT-112200,High,0,0,None,2.0,1.8930382,2.5431,2.0711833775043487
TKT-112201,Medium,0,0,None,0.4,2.0941286,1.9116,1.2952650144696236
TKT-112202,Low,-1,0,None,0.2,0.4857986,0.75675,0.41137950792908673
TKT-112203,Medium,0,0,None,0.3,0.09956941,2.11995,0.5938393101096153
TKT-112204,Medium,1,0,None,0.3,0.09956941,1.9116,0.5521692976355552
TKT-112205,Medium,1,0,None,0.1,0.81794167,1.0503,0.5413395840674639
TKT-112206,High,1,0,None,1.3,1.4184979,2.616,1.6046742379665377
TKT-112207,Medium,1,0,None,1.1,0.63175684,2.68545,1.253204920887947
TKT-112208,Medium,-1,0,None,0.3,0.09956941,2.4705,0.6639492973685265
TKT-112209,Medium,0,0,None,1.0,1.0042081,1.82055,1.165582823753357
TKT-112210,Medium,0,0,None,0.3,1.3503485,2.4705,1.1017219692468645
TKT-112211,Medium,-1,0,None,0.3,0.09956941,2.76105,0.7220592960715294
TKT-112212,Low,0,0,None,0.2,0.4857986,1.0503,0.4700895108282566
TKT-112213,High,0,0,None,2.0,1.998326,1.7784,1.9550940692424774
TKT-112214,Medium,1,0,None,1.2,1.0600208,1.1277,1.1365472972393036
TKT-112215,Low,-1,0,None,0.2,0.57010436,0.0,0.28953652754426
TKT-112216,Medium,0,0,None,0.3,0.09956941,1.82055,0.5339592918753624
TKT-112217,High,1,0,None,2.0,1.29454,1.36425,1.625939005613327
TKT-112218,Medium,1,0,None,1.2,1.0980611,0.90345,1.1050114035606384
TKT-112219,Low,0,0,None,0.05,0.15748627,1.27095,0.33181018847972155
TKT-112220,Medium,1,0,None,1.6,1.0733339,0.696,1.2348668575286865
TKT-112221,Medium,1,0,None,2.0,1.2823856,0.52395,1.4536249518394468
TKT-112222,Medium,-1,0,None,0.3,1.3503485,1.3311,0.8738419681787492
TKT-112223,Low,0,0,None,0.2,0.04953258,0.3702,0.1813764063641429
TKT-112224,Critical,0,0,None,2.9,2.9681032,2.68545,2.880926167964936
TKT-112225,Low,-2,1,False Alarm,0.3,0.036962382,1.5297,0.45387684740126133
TKT-112226,High,1,0,None,2.0,1.8930382,0.0,1.5625633537769317
TKT-112227,Critical,0,0,None,3.0,2.9681032,1.9116,2.7711561083793645
TKT-112228,Medium,-1,0,None,1.3,1.4184979,1.61205,1.4038842618465424
TKT-112229,Medium,1,0,None,0.2,0.57010436,1.5297,0.5954765357077122
TKT-112230,Medium,1,0,None,0.15,0.12187548,1.96125,0.5024064101278782
TKT-112231,High,2,1,Hidden Crisis,2.0,1.998326,1.5297,1.9053540885448457
TKT-112232,Low,0,0,None,0.2,0.04953258,1.569,0.421136405877769
TKT-112233,Medium,1,0,None,1.1,0.63175684,0.8283,0.8817749053239822
TKT-112234,Low,-1,0,None,0.2,0.04953258,1.2999,0.3673164157196879
TKT-112235,Medium,-1,0,None,0.2,0.4857986,2.4705,0.7541295088827611
TKT-112236,Low,0,0,None,0.2,0.04953258,1.21245,0.3498264102265239
TKT-112237,High,1,0,None,2.0,1.998326,1.7784,1.9550940692424774
TKT-112238,Medium,1,0,None,1.1,1.0012358,2.2284,1.291112554073334
TKT-112239,Medium,1,0,None,1.1,1.0012358,2.3439,1.3142125487327576
TKT-112240,Medium,0,0,None,0.3,0.19682762,1.9116,0.5862096711993218
TKT-112241,Medium,0,0,None,0.4,2.0941286,0.41205,0.9953550174832344
TKT-112242,High,2,1,Hidden Crisis,2.1,1.9981121,0.4623,1.7367991864681243
TKT-112243,Low,-1,0,None,0.3,0.09956941,1.27095,0.42403929084539416
TKT-112244,Low,-1,0,None,0.1,0.81794167,0.336,0.3984795827418566
TKT-112245,Medium,1,0,None,2.1,0.4857986,0.7893,1.2728894710540772
TKT-112246,Low,0,0,None,0.2,0.04953258,1.21245,0.3498264102265239
TKT-112247,High,1,0,None,2.0,1.9488056,0.6225,1.706581950187683
TKT-112248,Critical,0,0,None,2.9,2.9681032,2.4078,2.8253961443901066
TKT-112249,Low,0,0,None,0.2,0.57010436,0.7104,0.4316165246069431
TKT-112250,Medium,0,0,None,1.1,1.0012358,1.36425,1.1182825446128846
TKT-112251,Medium,-1,0,None,1.2,1.0600208,2.616,1.4342072904109955
TKT-112252,High,0,0,None,2.0,1.2823856,2.3439,1.817614948749542
TKT-112253,Low,0,0,None,0.2,0.04953258,1.39755,0.38684640210121873
TKT-112254,Medium,0,0,None,0.3,0.09956941,2.11995,0.5938393101096153
TKT-112255,Low,0,0,None,0.05,0.15748627,1.61205,0.4000302078202367
TKT-112256,Medium,1,0,None,1.2,1.0600208,0.3798,0.9869673013687135
TKT-112257,Medium,1,0,None,1.2,1.0980611,0.9636,1.1170413970947266
TKT-112258,Low,0,0,None,0.3,0.03737933,1.27095,0.40227276217192415
TKT-112259,Medium,1,0,None,0.4,2.0941286,0.0,0.9129450157284736
TKT-112260,High,1,0,None,2.1,1.9981121,2.616,2.167539173364639
TKT-112261,Medium,1,0,None,1.1,0.63175684,1.61205,1.0385249167680741
TKT-112262,Low,-1,0,None,0.3,0.038576685,1.6527,0.4790418345481158
TKT-112263,Medium,0,0,None,0.1,0.81794167,1.86615,0.7045095879584551
TKT-112264,Low,0,0,None,0.2,0.04953258,1.96125,0.4995863942429424
TKT-112265,Low,0,0,None,0.15,0.12187548,0.0,0.11015642061829567
TKT-112266,Low,0,0,None,0.3,0.09956941,0.39675,0.24919929951429368
TKT-112267,Low,-1,0,None,0.3,0.038576685,1.6527,0.4790418345481158
TKT-112268,High,0,0,None,2.0,1.8930382,1.61205,1.8849733650684355
TKT-112269,Medium,1,0,None,0.2,0.6429595,2.5431,0.8236558414995669
TKT-112270,Medium,1,0,None,0.1,0.81794167,2.0634,0.7439595896750688
TKT-112271,High,2,1,Hidden Crisis,2.0,1.8930382,2.28585,2.019733363389969
